"id","edu_21","mother_edu_21","father_edu_21","age_21","race_hisp_21","ppracem.x","job_21","income_21","current_student_type_21","current_student_21","current_student1_21","college_degree_with_current_21","college_degree_obtained_21","first_gen_21","edu_20","mother_edu_20","father_edu_20","age_20","race_hisp_20","ppracem.y","job_20","income_20","current_student_type_20","current_student_20","current_student1_20","college_degree_with_current_20","college_degree_obtained_20","first_gen_20","edu_19","mother_edu_19","father_edu_19","age_19","race_hisp_19","ppracem","job_19","income_19","current_student_type_19","current_student_19","current_student1_19","college_degree_with_current_19","college_degree_obtained_19","first_gen_19"
307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","Bachelor’s degree","55-64","White, Non-Hispanic","White","Management","$50,000 to $74,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","Graduate degree","55-64","White, Non-Hispanic","White","Community and Social Services","$5,000 to $14,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","Associate degree","65-74","White, Non-Hispanic","White","Sales","$150,000 to $199,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Graduate degree","Less than High School degree","35-44","White, Non-Hispanic","White","Management","$100,000 to $149,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","Less than High School degree","55-64","White, Non-Hispanic","White","Computer and Mathematical","$100,000 to $149,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","High school degree or GED","35-44","Black, Non-Hispanic","Black or African American","Health Technologist or Technician (such as paramedic, lab technician)","$0","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","Some college but no degree","25-34","White, Non-Hispanic","White","Building and Grounds Cleaning and Maintenance","$25,000 to $39,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","Some college but no degree","55-64","White, Non-Hispanic","White","Education, Training, and Library","$40,000 to $49,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Some college but no degree","Don’t know","35-44","Black, Non-Hispanic","Black or African American","Education, Training, and Library","$100,000 to $149,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","Bachelor’s degree","35-44","White, Non-Hispanic","White","Computer and Mathematical","$200,000 or higher","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Associate degree","Associate degree","25-34","White, Non-Hispanic","White","Sales","$100,000 to $149,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","Some college but no degree","45-54","White, Non-Hispanic","White","Office and Administrative Support","$100,000 to $149,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Some college but no degree","Some college but no degree","65-74","White, Non-Hispanic","White","Management","$100,000 to $149,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Don’t know","Don’t know","35-44","Hispanic","White","Health Diagnosing or Treating Practitioner (such as physician, nurse, dentist, v","$100,000 to $149,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","High school degree or GED","25-34","White, Non-Hispanic","White","Sales","$5,000 to $14,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Bachelor’s degree","Bachelor’s degree","45-54","White, Non-Hispanic","White","Business Operations (including Marketing)","$100,000 to $149,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Graduate degree","Some college but no degree","25-34","White, Non-Hispanic","White","Business Operations (including Marketing)","$50,000 to $74,999","Yes, as a full-time student","Master�s degree","0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","Some college but no degree","65-74","White, Non-Hispanic","White","Management","$50,000 to $74,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Certificate or technical degree","Associate degree","55-64","White, Non-Hispanic","White","Community and Social Services","$100,000 to $149,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Less than High School degree","Certificate or technical degree","55-64","Black, Non-Hispanic","Black or African American","Management","$150,000 to $199,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","High school degree or GED","Less than High School degree","55-64","White, Non-Hispanic","White","Management","$0","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","Graduate degree","25-34","White, Non-Hispanic","White","Business Operations (including Marketing)","$100,000 to $149,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Less than High School degree","Less than High School degree","45-54","Other, Non-Hispanic","Asian","Financial Operations or Financial Services (including Financial Advisor, Broker)","$100,000 to $149,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Bachelor’s degree","Graduate degree","45-54","White, Non-Hispanic","White","Management","$200,000 or higher","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","High school degree or GED","55-64","White, Non-Hispanic","White","Business Operations (including Marketing)","$200,000 or higher","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","Bachelor’s degree","25-34","White, Non-Hispanic","White","Protective Service","$40,000 to $49,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Don’t know","Don’t know","45-54","Other, Non-Hispanic","Asian","Arts, Design, Entertainment, Sports, and Media","$5,000 to $14,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Graduate degree","Associate degree","25-34","White, Non-Hispanic","White","Financial Operations or Financial Services (including Financial Advisor, Broker)","$75,000 to $99,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","High school degree or GED","45-54","White, Non-Hispanic","White","Management","$5,000 to $14,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Some college but no degree","Some college but no degree","45-54","White, Non-Hispanic","White","Education, Training, and Library","$150,000 to $199,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Bachelor’s degree","Bachelor’s degree","35-44","Other, Non-Hispanic","Asian","Business Operations (including Marketing)","$200,000 or higher","No",NA,"0","1","1","cont_edu","Graduate degree","Bachelor’s degree","Graduate degree","45-54","White, Non-Hispanic","White","Management","$75,000 to $99,999","No",NA,"0","1","1","cont_edu"
531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Less than High School degree","Less than High School degree","45-54","White, Non-Hispanic","White","Management","$150,000 to $199,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","High school degree or GED","55-64","White, Non-Hispanic","White","Management","$200,000 or higher","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Graduate degree","Graduate degree","35-44","White, Non-Hispanic","White","Office and Administrative Support","$50,000 to $74,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Some college but no degree","Bachelor’s degree","75+","White, Non-Hispanic","White","Education, Training, and Library","$200,000 or higher","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","High school degree or GED","25-34","White, Non-Hispanic","White","Education, Training, and Library","$25,000 to $39,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","Bachelor’s degree","45-54","White, Non-Hispanic","White","Food Preparation and Serving","$25,000 to $39,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Some college but no degree","Bachelor’s degree","55-64","White, Non-Hispanic","White","Health Diagnosing or Treating Practitioner (such as physician, nurse, dentist, v","$75,000 to $99,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Less than High School degree","Less than High School degree","45-54","Hispanic","White","Architecture and Engineering","$150,000 to $199,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Some college but no degree","Associate degree","45-54","White, Non-Hispanic","White","Education, Training, and Library","$40,000 to $49,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Certificate or technical degree","Less than High School degree","75+","White, Non-Hispanic","White","Health Technologist or Technician (such as paramedic, lab technician)","$100,000 to $149,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Less than High School degree","High school degree or GED","55-64","White, Non-Hispanic","White","Management","Refused","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Associate degree","Bachelor’s degree","35-44","Other, Non-Hispanic","Asian","Education, Training, and Library","$100,000 to $149,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Some college but no degree","Graduate degree","25-34","White, Non-Hispanic","White","Arts, Design, Entertainment, Sports, and Media","$25,000 to $39,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Associate degree","Bachelor’s degree","35-44","Black, Non-Hispanic","Black or African American","Armed Services","$75,000 to $99,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","High school degree or GED","55-64","White, Non-Hispanic","White","Sales","$150,000 to $199,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Some college but no degree","Less than High School degree","45-54","Black, Non-Hispanic","Black or African American","Management","$75,000 to $99,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","High school degree or GED","Graduate degree","35-44","Black, Non-Hispanic","Black or African American","Architecture and Engineering","$200,000 or higher","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Some college but no degree","Graduate degree","45-54","White, Non-Hispanic","White","Management","$100,000 to $149,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","High school degree or GED","High school degree or GED","55-64","White, Non-Hispanic","White","Management","$200,000 or higher","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Graduate degree","Graduate degree","45-54","White, Non-Hispanic","White","Education, Training, and Library","$50,000 to $74,999","No",NA,"0","1","1","cont_edu","Graduate degree","Graduate degree","Graduate degree","25-34","White, Non-Hispanic","White","Health Diagnosing or Treating Practitioner (such as physician, nurse, dentist, v","$100,000 to $149,999","No",NA,"0","1","1","cont_edu"
661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","High school degree or GED","High school degree or GED","55-64","White, Non-Hispanic","White","Computer and Mathematical","$150,000 to $199,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Less than High School degree","Some college but no degree","55-64","Hispanic","Black or African American","Sales","$100,000 to $149,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Graduate degree","Graduate degree","45-54","White, Non-Hispanic","White","Business Operations (including Marketing)","$200,000 or higher","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","High school degree or GED","35-44","White, Non-Hispanic","White","Armed Services","$100,000 to $149,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","Bachelor’s degree","55-64","White, Non-Hispanic","White","Management","$100,000 to $149,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","Less than High School degree","65-74","White, Non-Hispanic","White","Food Preparation and Serving","$5,000 to $14,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Associate degree","Associate degree","55-64","2+ Races, Non-Hispanic","2+ races","Management","Refused","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Graduate degree","Some college but no degree","45-54","White, Non-Hispanic","White","Management","$150,000 to $199,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Bachelor’s degree","Graduate degree","65-74","White, Non-Hispanic","White","Management","$40,000 to $49,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Bachelor’s degree","Graduate degree","45-54","White, Non-Hispanic","White","Business Operations (including Marketing)","$200,000 or higher","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Associate degree","Less than High School degree","55-64","White, Non-Hispanic","White","Office and Administrative Support","$25,000 to $39,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","High school degree or GED","45-54","Other, Non-Hispanic","Asian","Business Operations (including Marketing)","$50,000 to $74,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Some college but no degree","High school degree or GED","55-64","2+ Races, Non-Hispanic","2+ races","Office and Administrative Support","$75,000 to $99,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Graduate degree","Bachelor’s degree","55-64","Black, Non-Hispanic","Black or African American","Office and Administrative Support","$100,000 to $149,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Associate degree","Bachelor’s degree","25-34","White, Non-Hispanic","White","Management","$50,000 to $74,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","High school degree or GED","High school degree or GED","55-64","White, Non-Hispanic","White","Sales","$100,000 to $149,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","Associate degree","45-54","White, Non-Hispanic","White","Management","$50,000 to $74,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","High school degree or GED","55-64","White, Non-Hispanic","White","Construction and Extraction","$150,000 to $199,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","High school degree or GED","35-44","White, Non-Hispanic","White","Management","$100,000 to $149,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","Some college but no degree","75+","White, Non-Hispanic","White","Management","$100,000 to $149,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Some college but no degree","Some college but no degree","35-44","White, Non-Hispanic","White","Arts, Design, Entertainment, Sports, and Media","$40,000 to $49,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","Graduate degree","25-34","White, Non-Hispanic","White","Farming, Forestry, and Fishing","$25,000 to $39,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Certificate or technical degree","High school degree or GED","65-74","White, Non-Hispanic","White","Sales","$200,000 or higher","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Associate degree","High school degree or GED","55-64","White, Non-Hispanic","White","Education, Training, and Library","$200,000 or higher","No",NA,"0","1","1","first_gen","Graduate degree","Some college but no degree","Graduate degree","25-34","White, Non-Hispanic","White","Arts, Design, Entertainment, Sports, and Media","$25,000 to $39,999","No",NA,"0","1","1","first_gen"
